[2019/10/09-00:00:00.008] [info] [1506304687@jtp-default-0] [exa.log.rotation]	Rotating additional logs
[2019/10/09-08:58:52.597] [info] [shutdown-1251] [exa.search.api]	Shutdown search command /search-api
[2019/10/09-08:58:52.598] [info] [shutdown-1251] [exa.search.runnerpool]	Deinitializing all pooled runners
[2019/10/09-08:58:52.601] [info] [shutdown-1251] [exa.search.api]	Shutdown search command /spellcheck
[2019/10/09-08:58:52.601] [info] [shutdown-1251] [exa.search.runnerpool]	Deinitializing all pooled runners
[2019/10/09-08:58:52.602] [info] [shutdown-1251] [bee.directory]	Stopping server 'resourceshare_slave': service 'resourceshare'
[2019/10/09-08:58:52.602] [info] [shutdown-1251] [bee.directory]	Stopping server 'resourceshare': HTTP server
[2019/10/09-08:58:52.603] [info] [shutdown-1251] [org.eclipse.jetty.server.AbstractConnector]	Stopped 16024@6392827e{HTTP/1.1,[http/1.1]}{0.0.0.0:16024}
[2019/10/09-08:58:52.603] [info] [shutdown-1251] [org.eclipse.jetty.server.handler.ContextHandler]	Stopped o.e.j.s.ServletContextHandler@50b5ac82{/,null,UNAVAILABLE}
[2019/10/09-08:58:52.603] [info] [shutdown-1251] [org.eclipse.jetty.server.session]	node0 Stopped scavenging
[2019/10/09-08:58:52.605] [info] [shutdown-1251] [bee.directory]	Stopping server 'resourceshare': service 'resourceshareservice'
[2019/10/09-08:58:52.605] [info] [shutdown-1251] [bee.directory]	Directory stopped
[2019/10/09-08:58:52.605] [info] [shutdown-1251] [bee]	Runtime stopped
[2019/10/09-08:58:52.606] [fatal] [shutdown-1251] [bee]	Exiting process
Exiting process now (Queen.java)
[2019/10/09-09:08:02.973] [info] [main] [exa.log]	Setting master level info
**********************************************************
[2019/10/09-09:08:03.014] [info] [main] [bee]	Process 24299 starting on mpllnx4032.mpl.michelin.com (mpllnx4032.mpl.michelin.com/10.216.104.82) as user dpmugbl0 with version V6R2019x.R2.99035
[2019/10/09-09:08:03.014] [info] [main] [bee]	 [args: java --key processName searchserver-ss0 --key hostname mpllnx4032.mpl.michelin.com --key installName cvdefault --key id -2830956 --ppid 24245 --configuration config:///version.xml --configuration config:///mercury.xml --key logToRunDir true ; directory: /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/run/searchserver-ss0 ; architecture: amd64-linux ; kernel: "Linux version 3.10.0-1062.1.2.el7.x86_64 (mockbuild@x86-vm-27.build.eng.bos.redhat.com) (gcc version 4.8.5 20150623 (Red Hat 4.8.5-39) (GCC) ) #1 SMP Mon Sep 16 14:19:51 EDT 2019"]
[2019/10/09-09:08:03.072] [info] [main] [bee]	Loading root config file: config:///version.xml
[2019/10/09-09:08:03.118] [info] [main] [bee]	Loading root config file: config:///mercury.xml
Updating logging configuration
[2019/10/09-09:08:04.260] [info] [main] [exa.log]	Setting master level info
**********************************************************
[2019/10/09-09:08:04.291] [info] [main] [bee.directory]	Directory updated, reloading
[2019/10/09-09:08:04.293] [info] [main] [directory]	Loading directory
[2019/10/09-09:08:04.539] [info] [main] [bee.directory]	Directory loaded
[2019/10/09-09:08:04.539] [info] [main] [bee]	Configuration loaded, starting runtime
[2019/10/09-09:08:04.539] [info] [main] [directory]	Loading directory
[2019/10/09-09:08:04.619] [info] [main] [bee.directory]	Directory loaded
[2019/10/09-09:08:04.675] [info] [main] [org.eclipse.jetty.util.log]	Logging initialized @3900ms to org.eclipse.jetty.util.log.Slf4jLog
[2019/10/09-09:08:04.683] [info] [main] [bee.directory]	Configuring server 'resourceshare'
[2019/10/09-09:08:05.029] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.ds.share2.http.ShareFLIS' on '/*'
[2019/10/09-09:08:05.110] [info] [main] [bee.directory]	Configuring server 'searchapi'
[2019/10/09-09:08:05.112] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.mercury.mami.indexing.CheckpointsFetchServlet' on '/checkpoints/*'
[2019/10/09-09:08:05.112] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.search.searchapi.SearchAPIServlet' on '/*'
[2019/10/09-09:08:05.112] [info] [main] [bee.directory]	Mounting webapp '/access'
[2019/10/09-09:08:05.114] [info] [main] [com.exalead.bee.WebAppDeployer]	Extracting war from '/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/tools/../javabin/access.war' to '/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/access'
[2019/10/09-09:08:05.223] [info] [main] [com.exalead.bee.WebAppDeployer]	Adding extraClasspath: extrajava://360-plugins/applications/default/*/VERSIONED/*.jar
[2019/10/09-09:08:05.224] [info] [main] [bee.classloader]	Searching in /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/tools/..//extrajava
[2019/10/09-09:08:05.224] [info] [main] [bee.classloader]	Searching in /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/..//extrajava
[2019/10/09-09:08:05.224] [info] [main] [bee.classloader]	Searching in /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../extrajava
[2019/10/09-09:08:05.224] [warn] [main] [bee.classloader]	Could not find "//360-plugins/applications/default/" subdir in any top-level jar folder
[2019/10/09-09:08:05.227] [info] [main] [bee.directory]	Mounting webapp '/storage-service'
[2019/10/09-09:08:05.228] [info] [main] [com.exalead.bee.WebAppDeployer]	Extracting war from '/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/tools/../javabin/360-storage-service.war' to '/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/storage-service'
[2019/10/09-09:08:05.237] [info] [main] [bee.directory]	Configuring server 'searchui'
[2019/10/09-09:08:05.281] [info] [main] [bee.directory]	Mounting webapp '/mashup-ui'
[2019/10/09-09:08:05.283] [info] [main] [com.exalead.bee.WebAppDeployer]	Adding extraClasspath: extrajava://360-plugins/applications/default/*/VERSIONED/*.jar
[2019/10/09-09:08:05.283] [info] [main] [bee.classloader]	Searching in /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/tools/..//extrajava
[2019/10/09-09:08:05.284] [info] [main] [bee.classloader]	Searching in /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/..//extrajava
[2019/10/09-09:08:05.284] [info] [main] [bee.classloader]	Searching in /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../extrajava
[2019/10/09-09:08:05.284] [warn] [main] [bee.classloader]	Could not find "//360-plugins/applications/default/" subdir in any top-level jar folder
[2019/10/09-09:08:05.284] [info] [main] [bee.directory]	Configuring homepage
[2019/10/09-09:08:05.452] [info] [main] [bee.directory]	Configuring server 'boxproxy'
[2019/10/09-09:08:05.452] [info] [main] [bee.directory]	Mounting FLIS servlet 'com.exalead.mercury.fetch.BoxFetcherProxy' on '/fetchermanager/boxproxy/ss0/*'
[2019/10/09-09:08:05.454] [info] [main] [bee.directory]	Configuring homepage
[2019/10/09-09:08:05.469] [info] [main] [bee.directory]	Configuring server 'default'
[2019/10/09-09:08:05.470] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.dictionary.DictionaryService' on '/dictionary/ss0/*'
[2019/10/09-09:08:05.470] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.bee.JavaRuntimeServlet' on '/java/*'
[2019/10/09-09:08:05.470] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.bee.services.ProfilingServlet' on '/profiler/*'
[2019/10/09-09:08:05.470] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.bee.services.IsAliveServlet' on '/isAlive/*'
[2019/10/09-09:08:05.470] [info] [main] [bee.directory]	Mounting Bee servlet 'com.exalead.bee.services.Log4EService' on '/log4e/mpllnx4032.mpl.michelin.com-cvdefault/searchserver-ss0/*'
[2019/10/09-09:08:05.478] [info] [main] [bee.directory]	Mounting Bee servlet 'com.exalead.bee.services.BeegistryUpdater' on '/beegistry/mpllnx4032.mpl.michelin.com-cvdefault/searchserver-ss0/*'
[2019/10/09-09:08:05.481] [info] [main] [bee.directory]	Configuring homepage
[2019/10/09-09:08:05.483] [info] [main] [bee.directory]	Starting server 'resourceshare': service 'resourceshareservice'
[2019/10/09-09:08:05.484] [info] [main] [bee.directory]	Starting server 'resourceshare': HTTP server on port 16024
[ShutdownMonitor] Not enabled (port < 0): -1
[2019/10/09-09:08:05.486] [info] [main] [org.eclipse.jetty.server.Server]	jetty-9.4.10.v20180503; built: 2018-05-03T15:56:21.710Z; git: daa59876e6f384329b122929e70a80934569428c; jvm 1.8.0_201-b09
[2019/10/09-09:08:05.504] [info] [main] [org.eclipse.jetty.server.session]	DefaultSessionIdManager workerName=node0
[2019/10/09-09:08:05.504] [info] [main] [org.eclipse.jetty.server.session]	No SessionScavenger set, using defaults
[2019/10/09-09:08:05.506] [info] [main] [org.eclipse.jetty.server.session]	node0 Scavenging every 600000ms
[2019/10/09-09:08:05.547] [warn] [main] [org.eclipse.jetty.security.SecurityHandler]	ServletContext@o.e.j.s.ServletContextHandler@6c130c45{/,null,STARTING} has uncovered http methods for path: /
[2019/10/09-09:08:05.572] [info] [main] [org.eclipse.jetty.server.handler.ContextHandler]	Started o.e.j.s.ServletContextHandler@6c130c45{/,null,AVAILABLE}
[2019/10/09-09:08:05.586] [info] [main] [org.eclipse.jetty.server.AbstractConnector]	Started 16024@58695725{HTTP/1.1,[http/1.1]}{0.0.0.0:16024}
[2019/10/09-09:08:05.586] [info] [main] [org.eclipse.jetty.server.Server]	Started @4812ms
[2019/10/09-09:08:05.586] [info] [main] [bee.directory]	Starting server 'resourceshare_slave': service 'resourceshare'
[2019/10/09-09:08:05.586] [info] [main] [resourceshare]	Starting ResourceShare
[2019/10/09-09:08:05.622] [info] [main] [resourceshare]	Check update of group  plugins at serial 1570546782675
[2019/10/09-09:08:05.622] [info] [main] [resourceshare]	Could not read serial for group dictionary-dict0: No path=/last_published.txt for version=0
[2019/10/09-09:08:05.622] [info] [main] [resourceshare]	Check update of group  dictionary-dict0 at serial 0
[2019/10/09-09:08:05.623] [info] [main] [resourceshare]	Could not read serial for group dictionary-sxidict: No path=/last_published.txt for version=0
[2019/10/09-09:08:05.623] [info] [main] [resourceshare]	Check update of group  dictionary-sxidict at serial 0
[2019/10/09-09:08:05.623] [info] [main] [resourceshare]	Syncing groups
[2019/10/09-09:08:05.892] [info] [main] [resourceshare]	Master is not yet up on http://mpllnx4032.mpl.michelin.com:16007/resourcemanager (Connection refused (Connection refused)), waiting ...
[2019/10/09-09:08:06.894] [info] [main] [resourceshare]	Master is not yet up on http://mpllnx4032.mpl.michelin.com:16007/resourcemanager (Connection refused (Connection refused)), waiting ...
[2019/10/09-09:08:07.895] [info] [main] [resourceshare]	Master is not yet up on http://mpllnx4032.mpl.michelin.com:16007/resourcemanager (Connection refused (Connection refused)), waiting ...
[2019/10/09-09:08:08.896] [info] [main] [resourceshare]	Master is not yet up on http://mpllnx4032.mpl.michelin.com:16007/resourcemanager (Connection refused (Connection refused)), waiting ...
[2019/10/09-09:08:09.897] [info] [main] [resourceshare]	Master is not yet up on http://mpllnx4032.mpl.michelin.com:16007/resourcemanager (Connection refused (Connection refused)), waiting ...
[2019/10/09-09:08:10.068] [info] [888473870@jtp-resourceshare-1] [datashare]	share: Started datashare session on plugins
[2019/10/09-09:08:11.711] [info] [1765795529@jtp-resourceshare-0] [datashare]	share: Started datashare session on plugins
[2019/10/09-09:08:14.457] [info] [360499674@jtp-resourceshare-49] [exa.io.datashare]	share: Switching DataShare to version 13
[2019/10/09-09:08:14.458] [info] [360499674@jtp-resourceshare-49] [exa.io.datashare]	share: Garbage collecting datashare version 11
[2019/10/09-09:08:14.462] [info] [360499674@jtp-resourceshare-49] [datashare]	share: Committed datashare session
[2019/10/09-09:08:14.474] [info] [main] [resourceshare]	Successfully synced groups
[2019/10/09-09:08:14.479] [info] [main] [resourceshare]	Loading plugins
[2019/10/09-09:08:14.479] [info] [main] [exa.plugins]	Refreshing plugins list
[2019/10/09-09:08:14.479] [info] [main] [plugins]	Listing plugins
[2019/10/09-09:08:14.480] [info] [main] [plugins]	NGRESOURCEPATH=/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../resource/all-arch:/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/tools/..//resource//all-arch:/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/tools/..//resource//amd64-linux
[2019/10/09-09:08:14.480] [info] [main] [plugins]	scanning builtin plugins in /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../resource/all-arch/builtin_plugins_deployed
[2019/10/09-09:08:14.595] [info] [main] [bee.directory]	Starting server 'searchapi': service 'search-api'
[2019/10/09-09:08:14.595] [info] [main] [bee.directory]	Starting server 'searchapi': HTTP server on port 16010
[ShutdownMonitor] Not enabled (port < 0): -1
[2019/10/09-09:08:14.596] [info] [main] [org.eclipse.jetty.server.Server]	jetty-9.4.10.v20180503; built: 2018-05-03T15:56:21.710Z; git: daa59876e6f384329b122929e70a80934569428c; jvm 1.8.0_201-b09
[2019/10/09-09:08:14.635] [info] [main] [org.eclipse.jetty.server.session]	DefaultSessionIdManager workerName=node0
[2019/10/09-09:08:14.635] [info] [main] [org.eclipse.jetty.server.session]	No SessionScavenger set, using defaults
[2019/10/09-09:08:14.635] [info] [main] [org.eclipse.jetty.server.session]	node0 Scavenging every 600000ms
[2019/10/09-09:08:14.637] [warn] [main] [org.eclipse.jetty.security.SecurityHandler]	ServletContext@o.e.j.s.ServletContextHandler@7241a47d{/,null,STARTING} has uncovered http methods for path: /
[2019/10/09-09:08:14.645] [info] [main] [directory]	Loading directory
[2019/10/09-09:08:14.664] [info] [main] [search.api]	Search-API reconfiguration start (version = 13)
[2019/10/09-09:08:14.664] [info] [main] [search.api]	Waiting for starting queries
[2019/10/09-09:08:14.664] [info] [main] [search.api]	Queries started, starting actual reconfiguration
[2019/10/09-09:08:14.666] [info] [main] [search.api]	Configuring targets
[2019/10/09-09:08:14.699] [info] [main] [search.slicesmonitor]	Building slice list for sxist0
[2019/10/09-09:08:14.781] [info] [main] [search.api]	Waiting for 1 search targets to be ready ...
[2019/10/09-09:08:14.781] [info] [ICM-sxist0] [search.slicesmonitor]	Cluster manager sxist0 starting groups [cgdefault]
[2019/10/09-09:08:14.844] [info] [ICM-sxist0] [search.slicesmonitor]	/index6/sxibg0/0/sxii0 now up
[2019/10/09-09:08:14.844] [info] [main] [search.api]	Configuring search commands
[2019/10/09-09:08:14.872] [info] [main] [search.api]	Configuring command /search-api
[2019/10/09-09:08:15.697] [info] [main] [reporter.config]	Configuring CSV publishing to /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../run/searchserver-ss0/search-reporting/search.csv
[2019/10/09-09:08:15.711] [info] [main] [reporting.file-publisher]	Reporting file: /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../run/searchserver-ss0/search-reporting/search.csv
[2019/10/09-09:08:16.483] [info] [main] [search.api]	Configuring command /expansion
[2019/10/09-09:08:16.523] [info] [main] [search.api]	Configuring command /spellcheck
[2019/10/09-09:08:16.556] [info] [main] [search.api]	Configuring command /suggest
[2019/10/09-09:08:16.559] [info] [main] [reporter.config]	Configuring CSV publishing to /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../run/searchserver-ss0/suggest-reporting/suggest.csv
[2019/10/09-09:08:16.559] [info] [main] [reporting.file-publisher]	Reporting file: /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../run/searchserver-ss0/suggest-reporting/suggest.csv
[2019/10/09-09:08:16.648] [info] [main] [search.api]	Configuring command /dictionary
[2019/10/09-09:08:16.652] [info] [main] [search.api]	Configuring command /fetch
[2019/10/09-09:08:16.700] [info] [main] [search.api]	Configuring command /preview
log4j:ERROR Attempted to append to closed appender named [stdout].
[2019/10/09-09:08:16.722] [warn] [main] [net.sf.ehcache.config.ConfigurationFactory]	No configuration found. Configuring ehcache from ehcache-failsafe.xml  found in the classpath: jar:file:/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/javabin/third/ehcache-core-2.4.4.jar!/ehcache-failsafe.xml
[2019/10/09-09:08:21.088] [info] [main] [search.api]	Configuring command /thumbnail
[2019/10/09-09:08:21.089] [info] [main] [exa.search.api]	using internal HTTP server for producing thumbnails from HTML preview on port searchapi.instances.ss0.thumbHttpInternalPort == 16026
[2019/10/09-09:08:21.096] [info] [main] [fetch]	opened internal thumbnail HTTP server for html-to-image processing: http://10.216.104.82:16026/
[2019/10/09-09:08:21.097] [info] [main] [exa.search.api]	Opening local thumbnails cache
[2019/10/09-09:08:21.110] [info] [main] [search.api]	Configuring command /security
[2019/10/09-09:08:21.111] [info] [main] [search.api]	Search-API reconfiguration done (version = 13)
[2019/10/09-09:08:21.111] [info] [main] [org.eclipse.jetty.server.handler.ContextHandler]	Started o.e.j.s.ServletContextHandler@7241a47d{/,null,AVAILABLE}
[2019/10/09-09:08:21.176] [info] [main] [org.eclipse.jetty.annotations.AnnotationConfiguration]	Scanning elapsed time=0ms
[2019/10/09-09:08:21.213] [warn] [main] [org.eclipse.jetty.security.SecurityHandler]	ServletContext@o.e.j.w.WebAppContext@70f59913{/access,file:///busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/access/,STARTING,@16010}{/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/access} has uncovered http methods for path: /
[2019/10/09-09:08:21.215] [info] [main] [com.exalead.access.config.AccessContext]	Checking master for missing plugins for instance access-api.ac0 of application default...
[2019/10/09-09:08:21.221] [info] [main] [com.exalead.cv360.config.ConfigurationManager]	Configuration Top Directory: /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../gct
[2019/10/09-09:08:21.221] [info] [main] [com.exalead.cv360.config.ConfigurationManager]	Configuration Last Revision Repository: /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../gct/13/master/360
[2019/10/09-09:08:21.221] [info] [main] [com.exalead.cv360.config.ConfigurationManager]	Configuration Store Directory: /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../config/360
[2019/10/09-09:08:21.221] [info] [main] [com.exalead.cv360.config.ConfigurationManager]	Data Directory: /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/..
[2019/10/09-09:08:21.246] [error] [main] [com.exalead.access.config.AccessContext]	cannot synchronize plugins: Connection refused (Connection refused)
[2019/10/09-09:08:21.367] [info] [main] [access.loader]	Discovering available feeds...
[2019/10/09-09:08:21.778] [info] [main] [access.loader]	Discovering available triggers...
[2019/10/09-09:08:21.792] [info] [main] [mel.loader]	Discovering user defined MEL...
[2019/10/09-09:08:21.835] [info] [main] [access.loader]	Discovering available serializers...
[2019/10/09-09:08:21.835] [info] [main] [org.eclipse.jetty.server.handler.ContextHandler]	Started o.e.j.w.WebAppContext@70f59913{/access,file:///busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/access/,AVAILABLE,@16010}{/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/access}
[2019/10/09-09:08:21.860] [warn] [main] [org.eclipse.jetty.security.SecurityHandler]	ServletContext@o.e.j.w.WebAppContext@77258e59{/storage-service,file:///busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/storage-service/,STARTING,@16010}{/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/storage-service} has uncovered http methods for path: /
[2019/10/09-09:08:22.038] [info] [main] [com.exalead.cv360.storage.engine.StorageEngineFactory]	StorageEngine using 'com.exalead.cv360.storage.engine.jdbc.JdbcStorageEngine': successfully initalized.
[2019/10/09-09:08:22.046] [info] [main] [org.eclipse.jetty.server.handler.ContextHandler]	Started o.e.j.w.WebAppContext@77258e59{/storage-service,file:///busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/storage-service/,AVAILABLE,@16010}{/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps-tmp/searchserver-ss0/searchapi_16010/storage-service}
[2019/10/09-09:08:22.047] [info] [main] [org.eclipse.jetty.server.AbstractConnector]	Started 16010@59a79443{HTTP/1.1,[http/1.1]}{0.0.0.0:16010}
[2019/10/09-09:08:22.047] [info] [main] [org.eclipse.jetty.server.Server]	Started @21274ms
[2019/10/09-09:08:22.047] [info] [main] [bee.directory]	Starting server 'searchui': HTTP server on port 16000
[ShutdownMonitor] Not enabled (port < 0): -1
[2019/10/09-09:08:22.047] [info] [main] [org.eclipse.jetty.server.Server]	jetty-9.4.10.v20180503; built: 2018-05-03T15:56:21.710Z; git: daa59876e6f384329b122929e70a80934569428c; jvm 1.8.0_201-b09
[2019/10/09-09:08:22.052] [info] [main] [org.eclipse.jetty.server.session]	DefaultSessionIdManager workerName=node0
[2019/10/09-09:08:22.052] [info] [main] [org.eclipse.jetty.server.session]	No SessionScavenger set, using defaults
[2019/10/09-09:08:22.053] [info] [main] [org.eclipse.jetty.server.session]	node0 Scavenging every 600000ms
[2019/10/09-09:08:22.057] [warn] [main] [org.eclipse.jetty.security.SecurityHandler]	ServletContext@o.e.j.s.ServletContextHandler@28757abd{/,resource:/exa/bee/net/http2/htdocs,STARTING} has uncovered http methods for path: /
[2019/10/09-09:08:22.060] [info] [main] [org.eclipse.jetty.server.handler.ContextHandler]	Started o.e.j.s.ServletContextHandler@28757abd{/,resource:/exa/bee/net/http2/htdocs,AVAILABLE}
[2019/10/09-09:08:23.105] [warn] [45320991@jtp-searchui-3] [org.eclipse.jetty.annotations.AnnotationParser]	org.mozilla.classfile.ByteCode scanned from multiple locations: jar:file:///busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps/360-mashup-ui/WEB-INF/lib/js.jar!/org/mozilla/classfile/ByteCode.class, jar:file:///busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/webapps/360-mashup-ui/WEB-INF/lib/closure-compiler.jar!/org/mozilla/classfile/ByteCode.class
