[2019/10/09-00:00:00.015] [info] [1060519157@jtp-default-0] [exa.log.rotation]	Rotating additional logs
[2019/10/09-09:08:10.134] [info] [main] [resourceshare]	Master is not yet up on http://mpllnx4032.mpl.michelin.com:16007/resourcemanager (Connection refused (Connection refused)), waiting ...
[2019/10/09-09:08:10.176] [info] [509891820@jtp-resourceshare-1] [datashare]	share: Started datashare session on plugins
[2019/10/09-09:08:11.711] [info] [212683148@jtp-resourceshare-0] [datashare]	share: Started datashare session on plugins
[2019/10/09-09:08:14.457] [info] [1138771274@jtp-resourceshare-24] [exa.io.datashare]	share: Switching DataShare to version 12
[2019/10/09-09:08:14.463] [info] [1138771274@jtp-resourceshare-24] [exa.io.datashare]	share: Garbage collecting datashare version 10
[2019/10/09-09:08:14.472] [info] [1138771274@jtp-resourceshare-24] [datashare]	share: Committed datashare session
[2019/10/09-09:08:14.487] [info] [main] [resourceshare]	Successfully synced groups
[2019/10/09-09:08:14.491] [info] [main] [resourceshare]	Loading plugins
[2019/10/09-09:08:14.491] [info] [main] [exa.plugins]	Refreshing plugins list
[2019/10/09-09:08:14.491] [info] [main] [plugins]	Listing plugins
[2019/10/09-09:08:14.492] [info] [main] [plugins]	NGRESOURCEPATH=/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../resource/all-arch:/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/tools/..//resource//all-arch:/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/tools/..//resource//amd64-linux
[2019/10/09-09:08:14.492] [info] [main] [plugins]	scanning builtin plugins in /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/bin/../resource/all-arch/builtin_plugins_deployed
[2019/10/09-09:08:14.578] [info] [main] [bee.directory]	Starting server 'default': service 'services.indexingserver.sxibg0'
[2019/10/09-09:08:14.591] [info] [main] [indexingserver]	Management WormFS for sxibg0 is file:/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/build/index-unit/sxibg0/management/
[2019/10/09-09:08:14.613] [info] [main] [indexingserver]	WormFS for sxibg0 is file:/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/build/index-unit/sxibg0/slots/
[2019/10/09-09:08:14.613] [info] [main] [indexingserver]	Temporary WormFS for sxibg0 is file:/busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/tmp/sxibg0/0/
[2019/10/09-09:08:14.711] [info] [main] [index.builder]	slice 0: Setting builder UUID to '1570546514973'
[2019/10/09-09:08:14.730] [info] [main] [index.builder]	slice 0: Slice 0: Active generation: 0
[2019/10/09-09:08:14.736] [info] [main] [replication.manager]	Starting control thread for 0/sxii0
[2019/10/09-09:08:14.746] [info] [ReplicaControlThread 0/sxii0] [replication.manager]	slice 0: inst sxii0: starting instance init sequence
[2019/10/09-09:08:14.891] [info] [main] [bg-manager]	Using BasicSlicePartitionFunction
[2019/10/09-09:08:14.893] [info] [main] [bg-manager]	Using ContiguousDidAllocationPolicy
[2019/10/09-09:08:14.987] [info] [main] [dih]	Starting...
[2019/10/09-09:08:14.988] [info] [main] [dih]	Initial creation
[2019/10/09-09:08:14.988] [info] [main] [dih]	Adding slice 0
[2019/10/09-09:08:14.992] [info] [main] [dih]	Started
[2019/10/09-09:08:15.020] [info] [ReplicaControlThread 0/sxii0] [replication.manager]	slice 0: inst sxii0: initialized instance: enqueued 3 files for gen=0
[2019/10/09-09:08:15.020] [info] [ReplicaControlThread 0/sxii0] [replication.manager]	slice 0: inst sxii0: instance initialized, entering wait loop
[2019/10/09-09:08:15.162] [info] [main] [exa.indexing.status.sxibg0]	No sources status for now
[2019/10/09-09:08:15.352] [info] [main] [bee.directory]	Starting server 'default': service 'services.analyzer-tester-sxibg0'
[2019/10/09-09:08:15.352] [info] [main] [analysis.test]	Started analyzer tester service - /analyzer-tester-sxibg0
[2019/10/09-09:08:15.352] [info] [main] [bee.directory]	Starting server 'default': service 'services.dictionary.builder'
[2019/10/09-09:08:15.364] [info] [main] [exa.dictionary.gc]	GC started on deleted dictionaries...
[2019/10/09-09:08:15.365] [info] [main] [exa.dictionary.gc]	GC on deleted dictionaries done: checked 0 entries (0 deleted, 2 kept) in 1ms
[2019/10/09-09:08:15.365] [info] [main] [bee.directory]	Starting server 'default': service 'suggestmanager'
[2019/10/09-09:08:15.440] [info] [SchemaUpdater-sxibg0-94] [schema.updater]	Checking for schema update for GCT version '13'
[2019/10/09-09:08:15.461] [info] [main] [suggest.manager]	suggestmanager-suggestmanager config updated
[2019/10/09-09:08:15.461] [info] [main] [bee.directory]	Starting server 'default': service 'services.rta-matching-sxibg0'
[2019/10/09-09:08:15.468] [info] [main] [alerting.realtime.matching]	Reloaded '0' matchers definitions
[2019/10/09-09:08:15.468] [info] [main] [bee.directory]	Starting server 'default': HTTP server on port 16013
[ShutdownMonitor] Not enabled (port < 0): -1
[2019/10/09-09:08:15.468] [info] [main] [org.eclipse.jetty.server.Server]	jetty-9.4.10.v20180503; built: 2018-05-03T15:56:21.710Z; git: daa59876e6f384329b122929e70a80934569428c; jvm 1.8.0_201-b09
[2019/10/09-09:08:15.487] [info] [main] [org.eclipse.jetty.server.session]	DefaultSessionIdManager workerName=node0
[2019/10/09-09:08:15.487] [info] [main] [org.eclipse.jetty.server.session]	No SessionScavenger set, using defaults
[2019/10/09-09:08:15.487] [info] [main] [org.eclipse.jetty.server.session]	node0 Scavenging every 600000ms
[2019/10/09-09:08:15.488] [warn] [main] [org.eclipse.jetty.security.SecurityHandler]	ServletContext@o.e.j.s.ServletContextHandler@14f5da2c{/,resource:/exa/bee/net/http2/htdocs,STARTING} has uncovered http methods for path: /
[2019/10/09-09:08:15.495] [info] [main] [org.eclipse.jetty.server.handler.ContextHandler]	Started o.e.j.s.ServletContextHandler@14f5da2c{/,resource:/exa/bee/net/http2/htdocs,AVAILABLE}
[2019/10/09-09:08:15.496] [info] [main] [org.eclipse.jetty.server.AbstractConnector]	Started 16013@4c37b5b{HTTP/1.1,[http/1.1]}{0.0.0.0:16013}
[2019/10/09-09:08:15.496] [info] [main] [org.eclipse.jetty.server.Server]	Started @14731ms
[2019/10/09-09:08:15.497] [info] [main] [bee]	Runtime is started
[2019/10/09-09:08:15.531] [info] [SchemaUpdater-sxibg0-107] [schema.updater.slice.0]	Starting schema update ... 
[2019/10/09-09:08:15.586] [info] [SchemaUpdater-sxibg0-107] [schema.updater.slice.0]	No update were performed
[2019/10/09-09:08:15.601] [info] [SchemaUpdater-sxibg0-94] [schema.updater]	Completed schema update of 1 slices in 161 ms
[2019/10/09-09:08:16.144] [info] [1658512704@jtp-default-1] [GL.index.replication]	slice 0: inst sxii0: [0] slice=0 instance=sxii0 is ready for reload
[2019/10/09-09:09:36.511] [info] [1138771274@jtp-resourceshare-24] [datashare]	share: Started datashare session on plugins
[2019/10/09-09:09:39.875] [info] [693408385@jtp-resourceshare-33] [exa.io.datashare]	share: Switching DataShare to version 13
[2019/10/09-09:09:39.876] [info] [693408385@jtp-resourceshare-33] [datashare]	share: Committed datashare session
[2019/10/09-09:09:58.859] [info] [1806439121@jtp-resourceshare-115] [datashare]	share: Started datashare session on plugins
[2019/10/09-09:10:01.298] [info] [1688541287@jtp-resourceshare-114] [exa.io.datashare]	share: Switching DataShare to version 14
[2019/10/09-09:10:01.301] [info] [1688541287@jtp-resourceshare-114] [exa.io.datashare]	share: Garbage collecting datashare version 13
[2019/10/09-09:10:01.308] [info] [1688541287@jtp-resourceshare-114] [datashare]	share: Committed datashare session
[2019/10/09-09:10:21.724] [info] [1658512704@jtp-default-1] [bee.runtime]	Exiting on StopRuntime request
[2019/10/09-09:10:21.726] [info] [shutdown-216] [jaxb]	JAXB cache contains :SGLoader@null__com.exalead.mercury.mami.resources.v10 (creation=35ms, hits=2)
[2019/10/09-09:10:21.726] [info] [shutdown-216] [jaxb]	JAXB cache contains :sun.misc.Launcher$AppClassLoader@764c12b6__com.exalead.mercury.mami.resources.v10 (creation=496ms, hits=3)
[2019/10/09-09:10:21.726] [info] [shutdown-216] [jaxb]	JAXB cache contains :SGLoader@null__exa.bee (creation=94ms, hits=1)
[2019/10/09-09:10:21.726] [info] [shutdown-216] [jaxb]	JAXB cache contains :sun.misc.Launcher$AppClassLoader@764c12b6__com.exalead.mercury.mami.master.v10 (creation=469ms, hits=2)
[2019/10/09-09:10:22.726] [info] [shutdown-216] [bee.directory]	Stopping server 'default': HTTP server
[2019/10/09-09:10:22.731] [info] [shutdown-216] [org.eclipse.jetty.server.AbstractConnector]	Stopped 16013@4c37b5b{HTTP/1.1,[http/1.1]}{0.0.0.0:16013}
[2019/10/09-09:10:22.733] [info] [shutdown-216] [org.eclipse.jetty.server.handler.ContextHandler]	Stopped o.e.j.s.ServletContextHandler@14f5da2c{/,resource:/exa/bee/net/http2/htdocs,UNAVAILABLE}
[2019/10/09-09:10:22.734] [info] [shutdown-216] [org.eclipse.jetty.server.session]	node0 Stopped scavenging
[2019/10/09-09:10:22.835] [info] [shutdown-216] [bee.directory]	Stopping server 'default': service 'services.rta-matching-sxibg0'
[2019/10/09-09:10:22.835] [info] [shutdown-216] [bee.directory]	Stopping server 'default': service 'suggestmanager'
[2019/10/09-09:10:22.835] [info] [shutdown-216] [bee.directory]	Stopping server 'default': service 'services.dictionary.builder'
[2019/10/09-09:10:22.837] [info] [shutdown-216] [bee.directory]	Stopping server 'default': service 'services.analyzer-tester-sxibg0'
[2019/10/09-09:10:22.837] [info] [shutdown-216] [analysis.test]	Stopped analyzer tester service - /analyzer-tester-sxibg0
[2019/10/09-09:10:22.837] [info] [shutdown-216] [bee.directory]	Stopping server 'default': service 'services.indexingserver.sxibg0'
[2019/10/09-09:10:22.841] [info] [ReplicaControlThread 0/sxii0] [replication.manager]	slice 0: inst sxii0: instance was stopped
[2019/10/09-09:10:22.842] [info] [shutdown-216] [bee.directory]	Stopping server 'resourceshare_slave': service 'resourceshare'
[2019/10/09-09:10:22.842] [info] [shutdown-216] [bee.directory]	Stopping server 'resourceshare': HTTP server
[2019/10/09-09:10:22.844] [info] [shutdown-216] [org.eclipse.jetty.server.AbstractConnector]	Stopped 16014@5acf93bb{HTTP/1.1,[http/1.1]}{0.0.0.0:16014}
[2019/10/09-09:10:22.845] [info] [shutdown-216] [org.eclipse.jetty.server.handler.ContextHandler]	Stopped o.e.j.s.ServletContextHandler@22e357dc{/,null,UNAVAILABLE}
[2019/10/09-09:10:22.845] [info] [shutdown-216] [org.eclipse.jetty.server.session]	node0 Stopped scavenging
[2019/10/09-09:10:22.946] [info] [shutdown-216] [bee.directory]	Stopping server 'resourceshare': service 'resourceshareservice'
[2019/10/09-09:10:22.946] [info] [shutdown-216] [bee.directory]	Directory stopped
[2019/10/09-09:10:22.946] [info] [shutdown-216] [bee]	Runtime stopped
[2019/10/09-09:10:22.947] [fatal] [shutdown-216] [bee]	Exiting process
Exiting process now (Queen.java)
[2019/10/09-09:10:31.462] [info] [main] [exa.log]	Setting master level info
**********************************************************
[2019/10/09-09:10:31.467] [info] [main] [bee]	Process 28142 starting on mpllnx4032.mpl.michelin.com (mpllnx4032.mpl.michelin.com/10.216.104.82) as user dpmugbl0 with version V6R2019x.R2.99035
[2019/10/09-09:10:31.467] [info] [main] [bee]	 [args: java --key processName indexingserver-sxibg0 --key hostname mpllnx4032.mpl.michelin.com --key installName cvdefault --key id 247016361 --ppid 28104 --configuration config:///version.xml --configuration config:///mercury.xml --key logToRunDir true ; directory: /busapps/dpmu/gbl0/3DSpaceIndex/linux_a64/cv/data/run/indexingserver-sxibg0 ; architecture: amd64-linux ; kernel: "Linux version 3.10.0-1062.1.2.el7.x86_64 (mockbuild@x86-vm-27.build.eng.bos.redhat.com) (gcc version 4.8.5 20150623 (Red Hat 4.8.5-39) (GCC) ) #1 SMP Mon Sep 16 14:19:51 EDT 2019"]
[2019/10/09-09:10:31.574] [info] [main] [bee]	Loading root config file: config:///version.xml
[2019/10/09-09:10:31.606] [info] [main] [bee]	Loading root config file: config:///mercury.xml
Updating logging configuration
[2019/10/09-09:10:32.600] [info] [main] [exa.log]	Setting master level info
**********************************************************
[2019/10/09-09:10:32.612] [info] [main] [bee.directory]	Directory updated, reloading
[2019/10/09-09:10:32.614] [info] [main] [directory]	Loading directory
[2019/10/09-09:10:32.864] [info] [main] [bee.directory]	Directory loaded
[2019/10/09-09:10:32.864] [info] [main] [bee]	Configuration loaded, starting runtime
[2019/10/09-09:10:32.864] [info] [main] [directory]	Loading directory
[2019/10/09-09:10:32.916] [info] [main] [bee.directory]	Directory loaded
[2019/10/09-09:10:33.065] [info] [main] [org.eclipse.jetty.util.log]	Logging initialized @3707ms to org.eclipse.jetty.util.log.Slf4jLog
[2019/10/09-09:10:33.109] [info] [main] [bee.directory]	Configuring server 'resourceshare'
[2019/10/09-09:10:33.298] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.ds.share2.http.ShareFLIS' on '/*'
[2019/10/09-09:10:33.311] [info] [main] [bee.directory]	Configuring server 'default'
[2019/10/09-09:10:33.311] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.cloudview.indexing.IndexingServer' on '/indexingserver/sxibg0/*'
[2019/10/09-09:10:33.312] [info] [main] [bee.directory]	Mounting FLIS servlet 'com.exalead.cloudview.indexing.analysis.AnalyzerTesterService' on '/analyzer-tester-sxibg0/*'
[2019/10/09-09:10:33.314] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.cloudview.indexing.index.IndexBuilderService' on '/index6builder/sxibg0/0/*'
[2019/10/09-09:10:33.314] [info] [main] [bee.directory]	Mounting FLIS servlet 'com.exalead.cloudview.indexing.index.BuildGroupManagerService' on '/index6/buildgroupmanager/sxibg0/*'
[2019/10/09-09:10:33.315] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.dictionary.build.DictionaryBuilderService' on '/dictionary/builder/*'
[2019/10/09-09:10:33.315] [info] [main] [bee.directory]	Mounting Bee servlet 'com.exalead.search.suggest.SuggestManager' on '/suggestmanager/*'
[2019/10/09-09:10:33.338] [info] [main] [bee.directory]	Mounting FLIS servlet 'com.exalead.cloudview.indexing.realtime.RealTimeAlertingMatchingService' on '/rta-matching-sxibg0/*'
[2019/10/09-09:10:33.340] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.bee.JavaRuntimeServlet' on '/java/*'
[2019/10/09-09:10:33.340] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.bee.services.ProfilingServlet' on '/profiler/*'
[2019/10/09-09:10:33.340] [info] [main] [bee.directory]	Mounting servlet 'com.exalead.bee.services.IsAliveServlet' on '/isAlive/*'
[2019/10/09-09:10:33.342] [info] [main] [bee.directory]	Mounting Bee servlet 'com.exalead.bee.services.Log4EService' on '/log4e/mpllnx4032.mpl.michelin.com-cvdefault/indexingserver-sxibg0/*'
[2019/10/09-09:10:33.346] [info] [main] [bee.directory]	Mounting Bee servlet 'com.exalead.bee.services.BeegistryUpdater' on '/beegistry/mpllnx4032.mpl.michelin.com-cvdefault/indexingserver-sxibg0/*'
[2019/10/09-09:10:33.347] [info] [main] [bee.directory]	Configuring homepage
[2019/10/09-09:10:33.514] [info] [main] [bee.directory]	Starting server 'resourceshare': service 'resourceshareservice'
[2019/10/09-09:10:33.516] [info] [main] [bee.directory]	Starting server 'resourceshare': HTTP server on port 16014
[ShutdownMonitor] Not enabled (port < 0): -1
[2019/10/09-09:10:33.518] [info] [main] [org.eclipse.jetty.server.Server]	jetty-9.4.10.v20180503; built: 2018-05-03T15:56:21.710Z; git: daa59876e6f384329b122929e70a80934569428c; jvm 1.8.0_201-b09
[2019/10/09-09:10:33.699] [info] [main] [org.eclipse.jetty.server.session]	DefaultSessionIdManager workerName=node0
[2019/10/09-09:10:33.699] [info] [main] [org.eclipse.jetty.server.session]	No SessionScavenger set, using defaults
[2019/10/09-09:10:33.701] [info] [main] [org.eclipse.jetty.server.session]	node0 Scavenging every 660000ms
[2019/10/09-09:10:33.809] [warn] [main] [org.eclipse.jetty.security.SecurityHandler]	ServletContext@o.e.j.s.ServletContextHandler@a2431d0{/,null,STARTING} has uncovered http methods for path: /
[2019/10/09-09:10:33.835] [info] [main] [org.eclipse.jetty.server.handler.ContextHandler]	Started o.e.j.s.ServletContextHandler@a2431d0{/,null,AVAILABLE}
[2019/10/09-09:10:33.870] [info] [main] [org.eclipse.jetty.server.AbstractConnector]	Started 16014@611889f4{HTTP/1.1,[http/1.1]}{0.0.0.0:16014}
[2019/10/09-09:10:33.870] [info] [main] [org.eclipse.jetty.server.Server]	Started @4513ms
[2019/10/09-09:10:33.870] [info] [main] [bee.directory]	Starting server 'resourceshare_slave': service 'resourceshare'
[2019/10/09-09:10:33.870] [info] [main] [resourceshare]	Starting ResourceShare
[2019/10/09-09:10:33.907] [info] [main] [exa.io.datashare]	Garbage collecting datashare version 12
[2019/10/09-09:10:33.911] [info] [main] [resourceshare]	Check update of group  plugins at serial 1570604998868
[2019/10/09-09:10:33.911] [info] [main] [resourceshare]	Syncing groups
[2019/10/09-09:10:34.076] [info] [main] [resourceshare]	Master is not yet up on http://mpllnx4032.mpl.michelin.com:16007/resourcemanager (Connection refused (Connection refused)), waiting ...
[2019/10/09-09:10:34.964] [info] [1107217291@jtp-resourceshare-1] [datashare]	share: Started datashare session on plugins
[2019/10/09-09:10:35.078] [info] [main] [resourceshare]	Master is not yet up on http://mpllnx4032.mpl.michelin.com:16007/resourcemanager (Connection refused (Connection refused)), waiting ...
